track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_kmeans_cluster,autoencoder_kmeans_cluster,pca_kmeans_cluster,umap_1,umap_2
Faded - Dash Berlin Remix,Alan Walker,en,pop,electropop,10,1,12,13,2,8.889274,9.2120495
TRUE - Single Edit,Spandau Ballet,en,pop,electropop,10,1,1,6,11,10.970022,7.7164564
Heroes (we could be),Alesso,en,pop,dance pop,10,1,5,13,2,8.632485,8.6675625
Picture Perfect,Man Overboard,en,pop,post-teen pop,10,1,12,13,2,9.250537,8.625448
Shoot Shoot - 2007 Remastered Version,UFO,en,rock,hard rock,13,1,1,13,6,9.487861,8.145185
Back In Black,AC/DC,en,pop,post-teen pop,10,1,2,13,2,5.604592,8.906046
The Weekend - Funk Wav Remix,SZA,en,pop,electropop,10,1,7,1,1,11.055264,5.711311
Beauty,Dru Hill,en,r&b,urban contemporary,11,1,11,1,11,4.445552,8.561193
The Boys Are Back In Town,Thin Lizzy,en,rock,hard rock,13,1,7,1,1,10.740536,5.8573546
Down 4 Whateva,Nuttin' Nyce,en,r&b,new jack swing,11,1,7,6,1,11.688596,5.181927
Another Day,Jamie Lidell,en,rock,album rock,13,1,10,13,6,12.362325,6.8100758
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,en,rap,gangster rap,12,1,4,5,13,13.516064,4.291537
Turning Up,ARASHI,en,pop,dance pop,10,1,10,6,6,13.114047,6.05788
Sometimes When We Touch,Dan Hill,en,rock,album rock,13,1,2,1,11,5.6071224,8.680402
Closely,August Roads,en,pop,indie poptimism,10,1,8,9,0,-2.0698576,6.421496
High Pressure Dave,HEALTH,en,pop,electropop,10,1,1,6,6,10.646699,7.616796
Metal,Gary Numan,en,rock,permanent wave,13,1,12,1,1,9.3130865,8.652499
Take Me Home Tonight,Eddie Money,en,rock,album rock,13,1,1,13,6,10.876481,7.1797485
Blue Lights,Jorja Smith,en,r&b,urban contemporary,11,1,7,1,11,11.160718,5.7551684
Rehab,Amy Winehouse,en,r&b,neo soul,11,1,10,6,6,12.876232,4.8327885
Emotionless,Drake,en,r&b,hip pop,11,1,2,5,2,6.2766705,8.837632
Morning Starship,Morrissey,en,rock,classic rock,13,1,5,13,2,8.87612,8.228091
Don't Worry (feat. Ray Dalton) - Matoma Remix,Madcon,en,edm,pop edm,8,1,10,6,6,12.717406,6.363404
CAPO,NLE Choppa,en,rap,gangster rap,12,1,1,13,2,9.1375065,7.950991
All Night,Parov Stelar,en,edm,electro house,8,1,5,3,4,8.53759,8.311782
Burden,Foy Vance,en,r&b,neo soul,11,1,6,1,10,1.6262262,8.542326
Band of Gypsies - Edit,Cypress Hill,en,latin,latin hip hop,9,1,2,10,4,6.3186207,9.684325
Break Your Heart,Taio Cruz,en,edm,pop edm,8,1,1,13,6,11.328415,6.816551
Adios,EVERGLOW,en,pop,dance pop,10,1,2,3,4,6.770308,9.069752
Hate Me Now (feat.- Puff Daddy),Nas,en,rap,gangster rap,12,1,7,5,13,11.883917,5.3105526
Dancer,Gino Soccio,en,edm,progressive electro house,8,1,12,6,9,10.277783,8.785993
Look What You Made Me Do,Taylor Swift,en,pop,post-teen pop,10,1,12,3,4,9.4332905,8.53664
Sever,Red,en,rock,hard rock,13,1,12,10,4,9.262025,9.523009
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,en,r&b,new jack swing,11,1,10,6,6,12.612667,6.5189624
Snapping,CHUNG HA,en,pop,dance pop,10,1,1,10,4,10.54457,8.239486
We Are,ONE OK ROCK,en,rock,album rock,13,1,12,13,2,8.057328,9.103281
Adios,Kim Viera,en,latin,latin pop,9,1,5,13,2,8.316539,8.166227
Girls Just Want to Have Fun,Cyndi Lauper,en,pop,electropop,10,1,1,13,1,11.484914,6.968549
Amsterdam,Rick Ross,en,rap,southern hip hop,12,1,1,6,1,10.373818,8.638944
Intoxicated - Radio Edit,Martin Solveig,en,pop,electropop,10,1,1,6,6,10.714578,7.7047853
Answer is near,ONE OK ROCK,en,rock,album rock,13,1,2,13,8,5.6551604,8.9192915
Loyal,ODESZA,en,rap,trap,12,1,5,13,2,8.706469,8.804781
Work,Rihanna,en,rap,southern hip hop,12,1,7,6,1,11.201941,5.59049
Go to Sleep Little Baby,Niykee Heaton,en,pop,indie poptimism,10,1,11,1,11,4.568747,8.464048
Almeda,Solange,en,r&b,neo soul,11,1,1,6,6,9.142568,8.013459
6 Man,Drake,en,r&b,urban contemporary,11,1,4,5,13,12.494557,4.4340024
Show Me Love - Original Mix,Sam Feldt,en,edm,progressive electro house,8,1,12,6,9,8.775309,9.137771
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,en,rock,album rock,13,1,12,6,6,10.081051,8.934272
Holy,Jamila Woods,en,r&b,neo soul,11,1,11,13,10,4.231133,8.482982
How Sweet It Is (To Be Loved by You),James Taylor,en,rock,classic rock,13,1,10,1,11,11.909875,7.0464253
No Fear (feat. Donna Missal),Rudimental,en,edm,electro house,8,1,1,10,6,10.880678,7.747756
World In My Eyes - 2006 Remastered Version,Depeche Mode,en,pop,electropop,10,1,7,3,4,11.250518,5.659324
ghostin,Ariana Grande,en,pop,post-teen pop,10,1,11,1,11,3.6208835,8.081585
Lost,Gareth Emery,en,edm,progressive electro house,8,1,1,13,1,10.171521,7.3850937
679 (feat. Remy Boyz),Fetty Wap,en,rap,hip hop,12,1,5,5,8,6.928377,8.5069895
Chemistry,Wiwek,en,edm,progressive electro house,8,1,10,6,6,11.423824,6.779196
High Hopes,Panic! At The Disco,en,pop,post-teen pop,10,1,4,6,1,12.859489,4.8106127
Paris,Magic Man,en,pop,indie poptimism,10,1,2,13,2,6.618575,8.476313
Cameras,Matt and Kim,en,pop,indie poptimism,10,1,5,13,2,7.8224764,9.121483
Ain't My Fault - R3hab Remix,Zara Larsson,en,rap,trap,12,1,1,13,1,10.195392,7.2789974
Blue Ocean Floor,Justin Timberlake,en,r&b,urban contemporary,11,1,13,7,9,-2.774083,5.277118
Behind Barz - Bonus,Drake,en,rap,hip hop,12,1,5,1,10,8.54345,8.748723
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,en,pop,indie poptimism,10,1,7,6,1,11.022303,6.4468913
Sending My Love,Zhané,en,r&b,new jack swing,11,1,1,6,11,10.042133,7.8099837
Only Girl,Kali Uchis,en,r&b,neo soul,11,1,5,3,4,7.4083757,9.209807
Feeling Good,Demun Jones,en,rap,southern hip hop,12,1,1,13,1,10.722193,7.1948094
Invisible Touch - 2007 Remaster,Genesis,en,rock,album rock,13,1,10,13,6,12.63591,6.5719876
Another Day,Paul McCartney,en,rock,album rock,13,1,12,1,11,9.474441,8.347768
Hey Now - Arty Remix,London Grammar,en,edm,progressive electro house,8,1,1,6,1,11.219064,6.813713
Icarus,Kojey Radical,en,r&b,neo soul,11,1,1,5,13,10.555902,8.647442
I just need U. - Capital Kings Remix,TobyMac,en,edm,progressive electro house,8,1,2,3,4,7.304198,9.32982
Wait For You (feat. Maia Wright),Mike Williams,en,edm,progressive electro house,8,1,5,10,4,7.521571,8.815302
It's your life (feat. Chris Willis),David Guetta,en,edm,progressive electro house,8,1,12,13,2,9.170882,8.855003
Get Down,Nas,en,rap,gangster rap,12,1,4,5,13,13.453177,4.661361
New Light,John Mayer,en,pop,dance pop,10,1,7,1,1,11.531669,5.1900177
Nothin' But The Cavi Hit,Mack 10,en,rap,southern hip hop,12,1,10,10,6,13.255694,5.2910366
Gucci Gang,Lil Pump,en,rap,gangster rap,12,1,1,1,6,9.544851,7.5970397
Voices In My Head,NIVIRO,en,edm,big room,8,1,2,13,2,6.3832664,8.941297
Next To Me,Axel Johansson,en,pop,dance pop,10,1,6,13,2,2.2908947,8.076791
Self Importance,Kilo Kish,en,r&b,neo soul,11,1,2,10,4,5.970749,9.589537
Neighbour,Verses,en,pop,dance pop,10,1,11,3,4,3.891143,8.725966
Tonight,MOTi,en,edm,progressive electro house,8,1,5,3,4,7.3298335,9.247373
It's Alright,Jodeci,en,r&b,new jack swing,11,1,1,3,4,10.681504,8.766141
Better,Khalid,en,pop,electropop,10,1,2,10,11,6.4018116,9.16047
Fractures,ILLENIUM,en,edm,pop edm,8,1,2,13,2,6.3645387,8.696693
Bad - 2012 Remaster,Michael Jackson,en,rock,classic rock,13,1,7,6,1,11.670533,5.0490065
Don't Miss Me? - UNKLFNKL Remix,Marianas Trench,en,pop,indie poptimism,10,1,7,6,6,11.690609,5.7284718
Feeling Lonely,boy pablo,en,pop,indie poptimism,10,1,5,3,4,8.6696005,8.711203
Afternoon,TENDER,en,pop,indie poptimism,10,1,11,3,4,3.2280715,8.895315
Take It Off,Two Friends,en,pop,indie poptimism,10,1,10,6,6,12.046027,6.838586
I Luv It,Jeezy,en,rap,southern hip hop,12,1,12,6,1,10.195739,8.863729
MMMBop,Hanson,en,rock,permanent wave,13,1,7,6,1,11.805408,4.90262
This Love - Acoustic,Maroon 5,en,latin,latin pop,9,1,10,1,11,11.807861,7.1124725
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,en,rap,trap,12,1,1,13,1,11.23611,6.8900933
Jailhouse Rock,Elvis Presley,en,rock,classic rock,13,1,2,3,4,5.17339,8.704376
The House of the Rising Sun,The Animals,en,rock,hard rock,13,1,6,3,4,2.4681911,7.495057
Ice Cream Man,Tyga,en,r&b,urban contemporary,11,1,1,5,8,11.121099,6.6107774
Where I Won't Be Found,Seven Lions,en,edm,pop edm,8,1,5,13,2,8.365014,8.370068
Breakaway,Kelly Clarkson,en,pop,post-teen pop,10,1,6,3,4,2.7200744,7.8006654
On my shoulders,The Dø,en,rock,album rock,13,1,1,10,4,10.507625,8.624217
Kids in Love - Don Diablo Remix,Kygo,en,pop,dance pop,10,1,2,3,4,7.154557,9.460781
2 Of Amerikaz Most Wanted,2Pac,en,rap,southern hip hop,12,1,4,6,1,13.281327,4.4146376
Torn,LeToya,en,r&b,urban contemporary,11,1,12,5,8,9.218634,9.111539
Crashing (feat. Bahari),ILLENIUM,en,edm,pop edm,8,1,1,6,1,10.405171,8.704792
Alarm,Olly James,en,edm,progressive electro house,8,1,10,5,8,11.402121,6.7502174
Rise (feat. Skylar Grey),David Guetta,en,pop,electropop,10,1,5,10,4,7.334656,8.860444
Wild Wild Son - Club Mix,Armin van Buuren,en,edm,progressive electro house,8,1,2,10,4,6.0104213,9.569136
Back on the Chain Gang,Morrissey,en,rock,permanent wave,13,1,12,13,1,9.4309,8.720197
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,en,r&b,urban contemporary,11,1,5,1,11,8.393177,8.146011
West End Girls - 2001 Remaster,Pet Shop Boys,en,rock,permanent wave,13,1,1,3,4,11.082014,8.025649
Make Me Wanna Die,The Pretty Reckless,en,rock,hard rock,13,1,1,6,1,10.587501,6.150743
Kobe,Chief Keef,en,rap,southern hip hop,12,1,10,6,8,13.133402,6.029784
Faded - Tiesto's Northern Lights Remix,Alan Walker,en,edm,electro house,8,1,12,6,2,8.9534645,8.918979
Get to You Again,Mac Ayres,en,r&b,neo soul,11,1,2,1,11,6.3473577,9.3204565
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,en,rap,southern hip hop,12,1,4,5,13,13.534801,4.3039145
Joy To The World,Three Dog Night,en,rock,album rock,13,1,1,1,11,9.45141,7.8393292
Somebody That I Used To Know - 4FRNT Remix,Gotye,en,edm,pop edm,8,1,10,6,6,13.223621,5.1716185
Remember the Name (feat. Styles of Beyond),Fort Minor,en,rock,hard rock,13,1,4,6,1,13.057386,4.5404754
I Decided,Liv Warfield,en,r&b,neo soul,11,1,2,10,11,5.2758684,8.855609
The Same Way,Don Diablo,en,edm,pop edm,8,1,1,13,6,9.470312,7.948969
Losing U (feat. Daylight) - Radio Edit,Klingande,en,pop,indie poptimism,10,1,12,13,1,9.280614,8.653254
Sneak Diss (feat. So6ix),Ghostemane,en,rap,gangster rap,12,1,4,6,1,12.670365,4.8958063
Cake By The Ocean,DNCE,en,latin,latin hip hop,9,1,10,10,4,12.9409,6.071563
Molly,Tyga,en,rap,gangster rap,12,1,1,13,6,11.765308,6.813708
Whole Lotta Love,Santana,en,rock,classic rock,13,1,7,6,1,10.880549,5.8018565
Do Me!,Bell Biv DeVoe,en,r&b,new jack swing,11,1,4,6,6,13.077203,4.840002
Black Butterflies,Kill The Buzz,en,edm,big room,8,1,12,13,2,9.071098,8.4884405
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,trap,12,1,1,6,1,9.918712,7.7970705
Gullah Gullah Island,Dear Silas,en,r&b,urban contemporary,11,1,9,3,7,0.9053261,8.761946
Before You Go,Lewis Capaldi,en,pop,post-teen pop,10,1,5,1,10,8.332231,9.160209
Young,The Chainsmokers,en,pop,electropop,10,1,1,6,1,10.201328,7.3341823
Big Faces,Geto Boys,en,rap,southern hip hop,12,1,7,5,13,12.47672,4.6177726
Rumors,Lindsay Lohan,en,pop,post-teen pop,10,1,7,3,4,11.337079,5.7713447
I Just Wanna Party,YG,en,rap,gangster rap,12,1,12,5,13,8.775331,9.462892
Sound of da Police,KRS-One,en,rap,southern hip hop,12,1,4,5,13,13.4358835,4.353045
No Right To Love You - Acoustic,Rhys Lewis,en,r&b,urban contemporary,11,1,12,1,11,9.944027,8.988795
everything i wanted,Billie Eilish,en,pop,dance pop,10,1,11,1,11,3.251444,8.147113
There for You,Martin Garrix,en,pop,electropop,10,1,2,10,4,5.899061,9.544197
Bring Da Ruckus,Wu-Tang Clan,en,rap,southern hip hop,12,1,7,5,13,12.221856,4.750282
Same Old Song,The Weeknd,en,r&b,urban contemporary,11,1,5,10,4,7.269127,8.825068
Gimme Back My Bullets,Lynyrd Skynyrd,en,rock,classic rock,13,1,5,13,2,7.6631017,8.351413
Love My Way,The Psychedelic Furs,en,rock,permanent wave,13,1,1,6,6,10.990082,6.683608
Limitless - Radio Mix,BURNS,en,edm,progressive electro house,8,1,1,6,6,10.668901,8.028247
All That I Am,Joe,en,r&b,urban contemporary,11,1,11,10,11,3.369318,8.013987
Nowhere to Run,Brennan Savage,en,rap,gangster rap,12,1,11,10,11,3.2213557,8.375924
Cool Side Of The Pillow,Kyle Dion,en,r&b,neo soul,11,1,11,3,8,3.1226149,8.422608
Wherever You Will Go,The Calling,en,rock,album rock,13,1,1,6,6,10.092481,8.495256
If The World,Guns N' Roses,en,rock,album rock,13,1,1,13,1,10.383348,7.3559937
Step by Step,New Kids On The Block,en,r&b,new jack swing,11,1,10,6,6,12.849808,6.2551007
Silhouettes - Original Radio Edit,Avicii,en,edm,pop edm,8,1,1,3,4,10.515234,7.90063
Who I Am,Wage War,en,rock,hard rock,13,1,1,6,6,10.936152,8.086696
747,Bill Callahan,en,r&b,hip pop,11,1,5,1,11,7.657302,9.213099
Never Know,6LACK,en,r&b,urban contemporary,11,1,12,10,13,9.017914,9.270125
Rattle Your Cage,Skrizzly Adams,en,rock,classic rock,13,1,11,13,2,4.6955853,8.827228
Beautiful Life,Lost Frequencies,en,pop,indie poptimism,10,1,2,10,4,5.4098716,9.1756115
Act a Fool,Rick Ross,en,rap,hip hop,12,1,2,3,4,6.9701333,9.395687
Yeah!!!,Pastor Troy,en,rap,southern hip hop,12,1,10,13,6,11.853346,6.6129556
Malibu,Miley Cyrus,en,pop,dance pop,10,1,12,13,1,9.4211645,8.7398205
Slow Ride,Foghat,en,rock,classic rock,13,1,7,6,9,11.241507,7.330684
No Denying,J Hus,en,r&b,urban contemporary,11,1,1,5,8,10.531972,8.024784
Forever Live My Name,Lil Rob,en,latin,latin hip hop,9,1,7,6,1,11.637993,5.1976914
Dirty Deeds Done Dirt Cheap,AC/DC,en,rock,album rock,13,1,1,3,4,10.45455,8.766753
"Glowstix, Neon & Blood",Incubite,en,pop,electropop,10,1,1,13,6,10.50971,8.020342
The One - Radio Edit,Jorja Smith,en,r&b,neo soul,11,1,12,10,6,8.743517,9.077358
Summiteer,Watch Out Stampede,en,rock,hard rock,13,1,2,3,2,5.1029096,9.042947
Someday,The Strokes,en,rock,permanent wave,13,1,12,1,1,9.405212,8.327781
Brightest Light - Radio Edit,FDVM,en,pop,indie poptimism,10,1,5,3,11,7.0478835,9.361964
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,en,pop,dance pop,10,1,12,3,4,8.698748,9.179575
God Is a DJ,Faithless,en,pop,dance pop,10,1,2,3,4,7.06325,9.596469
24K Magic - R3hab Remix,Bruno Mars,en,edm,pop edm,8,1,1,10,13,10.591543,8.198515
Can't Feel My Face,The Weeknd,en,pop,electropop,10,1,1,10,4,10.74393,8.515278
Lost In Stereo,All Time Low,en,pop,post-teen pop,10,1,12,13,1,9.499651,8.142404
Message In A Bottle - Remastered 2003,The Police,en,rock,classic rock,13,1,5,3,4,9.8493,8.204996
Supernatural,Apollo LTD,en,pop,indie poptimism,10,1,7,6,6,11.452255,6.1284947
Where The Hood At,DMX,en,rap,gangster rap,12,1,1,5,8,10.122012,8.133326
Hear Me Calling,Juice WRLD,en,rap,trap,12,1,1,10,4,10.77887,8.4681
Smooth (feat. Rob Thomas),Santana,en,rock,permanent wave,13,1,7,13,1,12.351425,4.728116
Opposites Attract,Paula Abdul,en,r&b,new jack swing,11,1,4,6,6,13.206559,4.945116
Into The Great Wide Open,Tom Petty and the Heartbreakers,en,rock,permanent wave,13,1,1,10,11,10.78886,7.9892836
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,en,rap,hip hop,12,1,10,5,8,12.56198,6.743152
Shooter,Lil Wayne,en,rap,southern hip hop,12,1,4,5,13,13.550498,4.2252426
Titanium (feat. Sia),David Guetta,en,pop,post-teen pop,10,1,5,10,4,8.959872,8.226059
Over And Over,Sylvester,en,edm,progressive electro house,8,1,7,6,1,10.975473,5.682818
2000 Rounds,Pouya,en,rap,gangster rap,12,1,2,5,8,7.878735,9.396613
Sweet Emotion - Single Version,Aerosmith,en,rock,hard rock,13,1,1,6,6,10.975027,6.792683
Sketches of Pain,Audible Mainframe,en,r&b,neo soul,11,1,7,1,1,11.147227,5.662449
Pray to God - R3hab Remix,Calvin Harris,en,edm,big room,8,1,5,10,4,7.3201995,9.175364
Confessions Part II - Confessions Special Edition Version,Usher,en,r&b,hip pop,11,1,10,6,6,12.574939,6.683483
Little Do You Know,Alex & Sierra,en,edm,pop edm,8,1,9,1,10,1.6844838,8.836229
Fortunate,Maxwell,en,r&b,neo soul,11,1,11,3,4,4.071221,8.899287
Pon De Floor,Major Lazer,en,latin,latin hip hop,9,1,10,6,6,12.878933,5.812912
I Wonder if I Take You Home,Full Force,en,r&b,new jack swing,11,1,7,6,1,11.686123,5.113963
We Are Never Ever Getting Back Together,Taylor Swift,en,pop,post-teen pop,10,1,7,6,1,12.081301,4.872762
Shower the People,James Taylor,en,rock,classic rock,13,1,5,10,11,8.403163,9.007566
Carillon (with Achille Lauro),Nahaze,en,pop,dance pop,10,1,6,3,12,2.4967544,7.611834
Heartbreaker,Her Bright Skies,en,rock,hard rock,13,1,2,3,8,5.4731565,9.157728
Wicked,GRiZ,en,pop,indie poptimism,10,1,2,10,4,6.1009235,9.737203
40th Street Black / We Will Fight,Wu-Tang Clan,en,rap,southern hip hop,12,1,1,10,13,10.666613,8.534757
Woke Up Late (feat. Hailee Steinfeld),Drax Project,en,r&b,hip pop,11,1,5,10,4,7.2832675,8.83121
Sea Sick,Fat Nick,en,rap,gangster rap,12,1,10,5,8,12.9537,6.261162
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,en,latin,latin hip hop,9,1,4,6,1,12.883401,4.63236
Crazy On You,Heart,en,rock,hard rock,13,1,6,3,12,1.9457566,7.2725754
Hella Neck,Carnage,en,rap,hip hop,12,1,1,5,13,10.4583645,8.744232
Walk Away,Franz Ferdinand,en,rock,permanent wave,13,1,1,13,6,10.961516,7.575795
Watching The World,Surahn,en,r&b,neo soul,11,1,10,6,6,13.160832,5.140362
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,en,rap,southern hip hop,12,1,2,13,2,7.4526577,9.411532
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,en,latin,latin hip hop,9,1,7,6,1,11.373267,6.675627
Howl,Beware Of Darkness,en,rap,southern hip hop,12,1,12,6,6,10.281744,8.810759
Paradise,Rex Orange County,en,pop,indie poptimism,10,1,12,1,11,9.278921,8.7309
I Feel It Coming,The Weeknd,en,pop,post-teen pop,10,1,10,10,6,13.1704035,5.6491776
Heart Don't Stand a Chance,Anderson .Paak,en,r&b,urban contemporary,11,1,7,6,1,11.028367,5.7665052
Whyyawannabringmedown,Aranda,en,rock,hard rock,13,1,10,10,4,12.565839,5.466839
Days Gone By,Van Morrison,en,rock,classic rock,13,1,7,6,9,12.404538,5.152719
Patek Water,Future,en,rap,gangster rap,12,1,5,3,8,6.9706044,8.711863
Your Side Of The Bed,Loote,en,pop,indie poptimism,10,1,7,6,1,11.377955,6.122005
Patiently Waiting,50 Cent,en,rap,gangster rap,12,1,4,5,13,13.51965,4.3512135
I Need Love,LL Cool J,en,r&b,new jack swing,11,1,10,5,13,12.494268,5.2020874
The Wrong Ones,JC Stewart,en,latin,latin hip hop,9,1,5,13,2,7.258372,8.304579
Time of Dying,Three Days Grace,en,rock,hard rock,13,1,9,3,2,0.57013315,8.581271
Don't Cry (Original),Guns N' Roses,en,rock,classic rock,13,1,2,6,1,7.0989776,9.709518
Die For You,Red,en,rock,hard rock,13,1,1,13,1,10.215573,7.132862
Let You Know - Nathan C Remix,Flume,en,edm,progressive electro house,8,1,2,10,4,7.1256495,9.699551
On Top Of The World,Imagine Dragons,en,latin,latin hip hop,9,1,4,6,6,13.426542,4.6787586
One Day,UGK,en,rap,southern hip hop,12,1,1,3,8,10.723228,7.930081
Black Horse And The Cherry Tree,KT Tunstall,en,rock,album rock,13,1,1,3,4,11.285636,7.527933
You & Me - Flume Remix,Disclosure,en,rap,trap,12,1,12,10,11,8.605146,9.634109
High On Life (feat. Bonn),Martin Garrix,en,pop,dance pop,10,1,11,3,4,3.829796,8.656431
"Rhythm Is A Dancer - 7"" Edit",SNAP!,en,pop,dance pop,10,1,12,3,4,9.148337,8.8702755
Can't Fight This Feeling,REO Speedwagon,en,rock,hard rock,13,1,12,6,11,10.287547,9.097796
Runaway,Halcyon,en,latin,tropical,9,1,5,5,8,7.919958,9.358426
Smilin,Demun Jones,en,rap,southern hip hop,12,1,2,13,2,5.190695,8.92001
BOSS,The Carters,en,r&b,hip pop,11,1,5,3,13,8.5370655,9.184673
Self Control,Frank Ocean,en,r&b,neo soul,11,1,12,1,11,8.560736,9.603399
Fool's Gold,Jill Scott,en,r&b,neo soul,11,1,5,10,4,8.327841,8.940939
Lockjaw (feat. Kodak Black),French Montana,en,rap,gangster rap,12,1,11,3,8,4.11592,9.1697645
Glory Days,Bruce Springsteen,en,rock,classic rock,13,1,7,6,1,12.389626,4.790085
Whatever It Takes,Imagine Dragons,en,pop,post-teen pop,10,1,12,3,4,7.7611203,9.693725
Sunday Bloody Sunday - Remastered 2008,U2,en,rock,classic rock,13,1,7,6,1,12.030572,4.881836
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,en,latin,tropical,9,1,1,13,1,11.093108,7.241389
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,en,edm,pop edm,8,1,5,13,2,7.5391536,9.009358
Kiss You All Over,Exile,en,rock,classic rock,13,1,12,1,11,8.400899,9.110825
Candy Rain,Soul For Real,en,r&b,new jack swing,11,1,11,3,4,3.2009459,8.163357
GAMES ON YOUR PHONE,24kGoldn,en,r&b,urban contemporary,11,1,11,3,4,4.8141394,8.86966
Don't Give Up,Chicane,en,edm,progressive electro house,8,1,2,3,4,7.046718,9.737783
Time In,Billy Marchiafava,en,rap,trap,12,1,5,13,2,6.7606683,8.447419
In The Middle,dodie,en,pop,indie poptimism,10,1,5,1,11,8.470619,9.077653
That's Why (You Go Away) - 2014 Remastered Version,Michael Learns To Rock,en,rock,album rock,13,1,2,1,11,6.398263,9.190141
I Need A Hot Girl,Hot Boys,en,rap,hip hop,12,1,4,6,6,13.330941,4.7211695
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,en,r&b,urban contemporary,11,1,10,1,11,12.396989,5.4849606
BAD KID,Night Lovell,en,rap,gangster rap,12,1,11,2,10,4.751847,8.96795
Unstoppable,Paperwhite,en,pop,indie poptimism,10,1,12,3,4,9.207593,9.032156
It's a Sin - 2001 Remaster,Pet Shop Boys,en,pop,electropop,10,1,5,3,4,7.287641,8.922573
Nothin' But The Cavi Hit,Mack 10,en,rap,gangster rap,12,1,4,10,6,13.282045,5.149504
Unknown (To You),Jacob Banks,en,r&b,urban contemporary,11,1,11,3,5,2.9745762,8.199257
Killing In The Name,Rage Against The Machine,en,rock,permanent wave,13,1,4,5,13,13.551849,4.214255
There Are Too Many Of Us,Blur,en,rock,permanent wave,13,1,1,10,4,11.302102,7.6315074
Do Me Right,Guy,en,r&b,new jack swing,11,1,7,6,1,11.2528515,5.310492
Bow Down,I Prevail,en,rock,hard rock,13,1,2,13,2,6.2450852,8.788773
Glow - JSapp Remix,Britt Nicole,en,edm,progressive electro house,8,1,1,10,4,10.475402,8.134424
Cough Syrup,Young the Giant,en,pop,post-teen pop,10,1,2,3,4,4.6208334,8.579685
Blame,Bryson Tiller,en,r&b,neo soul,11,1,11,10,4,4.3423386,8.659286
Stone,Agnes Obel,en,pop,indie poptimism,10,1,0,9,11,-0.3553409,7.1735425
Tell Your Friends,The Weeknd,en,r&b,neo soul,11,1,12,10,11,8.493312,8.981226
Is It Good To You,Teddy Riley,en,r&b,new jack swing,11,1,10,6,6,12.733979,5.2450347
I Gotta Feeling,The Black Eyed Peas,en,latin,latin hip hop,9,1,1,13,6,11.530407,7.400524
Carry On - Nicky Romero Remix,Kygo,en,pop,dance pop,10,1,11,3,4,3.7030919,8.580654
Before You Hit The Ground,Jonny Lang,en,rock,classic rock,13,1,7,10,4,11.934033,4.997514
Driftin' Blues,Charles Brown,en,rock,classic rock,13,1,0,9,12,-0.41024584,5.7861433
Between The Devil And The Deep Blue Sea,George Harrison,en,rock,permanent wave,13,1,1,1,11,9.48841,7.726366
Since U Been Gone,Kelly Clarkson,en,latin,latin hip hop,9,1,1,13,6,9.346991,7.923716
Miss You Much,Janet Jackson,en,r&b,new jack swing,11,1,1,3,4,10.500908,7.991821
Stars,VIZE,en,edm,electro house,8,1,1,13,1,10.345747,7.165083
Flash Funk (feat. Marshmello),League of Legends,en,edm,big room,8,1,5,3,4,7.108957,8.970978
Oxygen,Maia Mitchell,en,pop,post-teen pop,10,1,1,13,6,10.737679,6.92975
I Found You (with Calvin Harris),benny blanco,en,pop,dance pop,10,1,1,13,1,10.848902,7.434444
Don't Stop Me Now - 2011 Mix,Queen,en,rock,album rock,13,1,5,13,2,7.825378,9.213009
MONOMANIA,The Word Alive,en,rock,hard rock,13,1,1,13,2,10.190469,7.8969903
This Ain't My Day,Fredro Starr,en,rap,southern hip hop,12,1,1,10,4,10.871084,8.41087
Do Me Right,Guy,en,r&b,new jack swing,11,1,7,6,1,11.163302,5.370388
Stitches,Shawn Mendes,en,pop,post-teen pop,10,1,10,13,6,12.338154,6.8627987
Twenty Eight,The Weeknd,en,r&b,urban contemporary,11,1,11,3,0,4.5184016,8.855109
In the Morning (feat. Syd & Thundercat),Mac Miller,en,r&b,hip pop,11,1,2,5,8,5.1941004,8.911984
In Trance - Studio Edit,Scorpions,en,rock,hard rock,13,1,2,13,1,6.726701,9.323716
Bad Blood,Nao,en,r&b,urban contemporary,11,1,2,10,11,5.685296,9.426736
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,en,r&b,neo soul,11,1,5,10,13,8.297344,9.322909
