track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster,umap_1,umap_2
One Woman Man,en,r&b,new jack swing,Dave Hollister,1,0,0,2.4555612,3.5636623
No More,en,rock,hard rock,Disturbed,0,0,0,5.8747926,2.3381295
Lullaby - Calvo Remix,en,edm,electro house,Sigala,0,1,0,6.3732843,3.546427
You Make My Dreams - Remastered,en,pop,post-teen pop,Daryl Hall & John Oates,1,0,0,1.7082294,2.0097265
United We Are,en,edm,big room,Hardwell,0,1,0,5.354813,11.532262
Love Will Tear Us Apart - 2010 Remaster,en,pop,electropop,Joy Division,0,0,0,3.6187663,1.1113788
Again,en,latin,tropical,Wun Two,1,0,-1,2.0614266,6.8285646
Perfect Strangers,en,pop,indie poptimism,Jonas Blue,1,0,0,3.5446308,1.1461712
Applause,en,pop,post-teen pop,Lady Gaga,0,1,0,5.94423,3.4629045
Turnin' Me Up,en,r&b,neo soul,BJ The Chicago Kid,1,0,0,2.7874808,2.1470296
Faded - Dash Berlin Remix,en,pop,electropop,Alan Walker,0,1,0,8.45766,4.822417
TRUE - Single Edit,en,pop,electropop,Spandau Ballet,1,0,0,1.2435619,3.9586902
Heroes (we could be),en,pop,dance pop,Alesso,0,1,0,7.149278,3.2919772
Picture Perfect,en,pop,post-teen pop,Man Overboard,0,1,0,7.6257987,3.138929
Shoot Shoot - 2007 Remastered Version,en,rock,hard rock,UFO,0,0,0,6.961734,2.3136613
Back In Black,en,pop,post-teen pop,AC/DC,0,1,0,7.7325096,5.219967
The Weekend - Funk Wav Remix,en,pop,electropop,SZA,1,0,0,2.180301,2.1344337
Beauty,en,r&b,urban contemporary,Dru Hill,1,0,0,0.64745766,5.7315607
The Boys Are Back In Town,en,rock,hard rock,Thin Lizzy,1,0,0,2.1093354,3.2970057
Down 4 Whateva,en,r&b,new jack swing,Nuttin' Nyce,1,0,0,2.8675895,3.7009726
Another Day,en,rock,album rock,Jamie Lidell,1,0,0,3.7294137,1.7933338
Gz And Hustlas (feat. Nancy Fletcher),en,rap,gangster rap,Snoop Dogg,0,1,0,5.6568613,4.2850814
Turning Up,en,pop,dance pop,ARASHI,1,0,0,3.4763713,1.1747181
Sometimes When We Touch,en,rock,album rock,Dan Hill,1,0,0,1.1334867,6.273634
Closely,en,pop,indie poptimism,August Roads,1,0,0,2.1735454,6.7388697
High Pressure Dave,en,pop,electropop,HEALTH,0,0,0,6.9881477,2.1896672
Metal,en,rock,permanent wave,Gary Numan,1,0,0,3.050613,7.862762
Take Me Home Tonight,en,rock,album rock,Eddie Money,1,0,0,2.199014,1.8335228
Blue Lights,en,r&b,urban contemporary,Jorja Smith,1,0,0,2.7659419,7.4670377
Rehab,en,r&b,neo soul,Amy Winehouse,1,0,0,3.14995,1.68314
Emotionless,en,r&b,hip pop,Drake,0,1,0,9.672886,4.614817
Morning Starship,en,rock,classic rock,Morrissey,0,1,0,7.818619,3.0985992
Don't Worry (feat. Ray Dalton) - Matoma Remix,en,edm,pop edm,Madcon,0,0,0,7.0103674,2.133175
CAPO,en,rap,gangster rap,NLE Choppa,0,1,0,8.194189,3.7454436
All Night,en,edm,electro house,Parov Stelar,1,0,0,4.071265,3.1842542
Burden,en,r&b,neo soul,Foy Vance,1,0,0,1.2514178,6.2236514
Band of Gypsies - Edit,en,latin,latin hip hop,Cypress Hill,0,1,0,5.987689,3.5055125
Break Your Heart,en,edm,pop edm,Taio Cruz,0,0,0,6.960129,2.2192538
Adios,en,pop,dance pop,EVERGLOW,0,1,0,6.09947,11.127795
Hate Me Now (feat.- Puff Daddy),en,rap,gangster rap,Nas,0,0,0,5.0209165,4.1337676
Dancer,en,edm,progressive electro house,Gino Soccio,1,0,-1,1.333831,10.998759
Look What You Made Me Do,en,pop,post-teen pop,Taylor Swift,0,1,0,6.102711,11.180422
Sever,en,rock,hard rock,Red,0,1,0,5.568177,3.4441447
"Why You Get Funky On Me - From ""House Party"" Soundtrack",en,r&b,new jack swing,Today,1,0,0,1.3911138,2.910082
Snapping,en,pop,dance pop,CHUNG HA,0,0,0,4.249616,3.450701
We Are,en,rock,album rock,ONE OK ROCK,0,1,0,7.698441,5.0204935
Adios,en,latin,latin pop,Kim Viera,0,1,0,8.19204,3.409364
Girls Just Want to Have Fun,en,pop,electropop,Cyndi Lauper,1,0,0,3.8904192,2.0925796
Amsterdam,en,rap,southern hip hop,Rick Ross,0,1,0,4.860488,3.5432189
Intoxicated - Radio Edit,en,pop,electropop,Martin Solveig,0,0,0,7.069176,2.1116314
Answer is near,en,rock,album rock,ONE OK ROCK,0,1,-1,9.663988,4.887443
Loyal,en,rap,trap,ODESZA,0,1,0,8.341563,4.046087
Work,en,rap,southern hip hop,Rihanna,1,0,0,2.461868,3.1537042
Go to Sleep Little Baby,en,pop,indie poptimism,Niykee Heaton,1,0,0,1.1699187,6.237605
Almeda,en,r&b,neo soul,Solange,1,0,0,5.124251,5.18078
6 Man,en,r&b,urban contemporary,Drake,0,1,-1,6.7422695,4.8945794
Show Me Love - Original Mix,en,edm,progressive electro house,Sam Feldt,1,0,0,1.3476607,4.5326567
Las Palabras De Amor (The Words Of Love) - Remastered 2011,en,rock,album rock,Queen,1,0,0,1.864318,2.510164
Holy,en,r&b,neo soul,Jamila Woods,1,0,0,3.7611194,6.672191
How Sweet It Is (To Be Loved by You),en,rock,classic rock,James Taylor,1,0,0,1.2640198,3.0098789
No Fear (feat. Donna Missal),en,edm,electro house,Rudimental,0,0,0,5.1856327,2.6429372
World In My Eyes - 2006 Remastered Version,en,pop,electropop,Depeche Mode,1,0,0,3.3416638,3.6875997
ghostin,en,pop,post-teen pop,Ariana Grande,1,0,0,2.5123005,7.6270075
Lost,en,edm,progressive electro house,Gareth Emery,0,1,0,5.506189,3.582661
679 (feat. Remy Boyz),en,rap,hip hop,Fetty Wap,0,1,2,10.153048,4.703478
Chemistry,en,edm,progressive electro house,Wiwek,0,1,0,7.623952,4.158656
High Hopes,en,pop,post-teen pop,Panic! At The Disco,1,0,0,3.2334015,1.5190014
Paris,en,pop,indie poptimism,Magic Man,0,1,0,8.421914,4.21722
Cameras,en,pop,indie poptimism,Matt and Kim,0,1,0,8.367902,4.9329014
Ain't My Fault - R3hab Remix,en,rap,trap,Zara Larsson,0,1,0,7.361617,3.3223915
Blue Ocean Floor,en,r&b,urban contemporary,Justin Timberlake,1,0,0,0.62666583,5.846602
Behind Barz - Bonus,en,rap,hip hop,Drake,0,1,0,7.56694,6.362895
Back To You - From 13 Reasons Why – Season 2 Soundtrack,en,pop,indie poptimism,Selena Gomez,1,0,0,3.3014407,1.769385
Sending My Love,en,r&b,new jack swing,Zhané,1,0,0,1.6720167,3.659828
Only Girl,en,r&b,neo soul,Kali Uchis,0,1,1,6.5031576,5.2897367
Feeling Good,en,rap,southern hip hop,Demun Jones,0,0,0,5.3486032,2.5538914
Invisible Touch - 2007 Remaster,en,rock,album rock,Genesis,1,0,0,3.5110462,1.1445024
Another Day,en,rock,album rock,Paul McCartney,1,0,0,1.4280877,3.3583066
Hey Now - Arty Remix,en,edm,progressive electro house,London Grammar,0,0,0,4.547586,4.6198716
Icarus,en,r&b,neo soul,Kojey Radical,0,1,-1,6.7104883,5.030548
I just need U. - Capital Kings Remix,en,edm,progressive electro house,TobyMac,0,1,0,8.072477,5.1050367
Wait For You (feat. Maia Wright),en,edm,progressive electro house,Mike Williams,0,1,0,7.0976176,2.861579
It's your life (feat. Chris Willis),en,edm,progressive electro house,David Guetta,0,1,0,7.6603913,5.1346207
Get Down,en,rap,gangster rap,Nas,1,1,0,5.619198,4.2275715
New Light,en,pop,dance pop,John Mayer,1,0,0,2.1496594,2.3667893
Nothin' But The Cavi Hit,en,rap,southern hip hop,Mack 10,1,0,0,4.655756,2.9252229
Gucci Gang,en,rap,gangster rap,Lil Pump,1,0,0,2.2745903,1.7617177
Voices In My Head,en,edm,big room,NIVIRO,0,1,0,7.989904,4.0965934
Next To Me,en,pop,dance pop,Axel Johansson,0,1,0,7.572024,6.295142
Self Importance,en,r&b,neo soul,Kilo Kish,1,0,0,4.505926,4.351934
Neighbour,en,pop,dance pop,Verses,0,0,0,4.6615095,4.844459
Tonight,en,edm,progressive electro house,MOTi,0,1,0,7.502856,10.621711
It's Alright,en,r&b,new jack swing,Jodeci,1,0,0,2.8517282,4.570183
Better,en,pop,electropop,Khalid,1,0,0,2.7231946,7.748418
Fractures,en,edm,pop edm,ILLENIUM,0,1,0,7.6143594,6.077117
Bad - 2012 Remaster,en,rock,classic rock,Michael Jackson,0,0,0,5.0233536,2.8543034
Don't Miss Me? - UNKLFNKL Remix,en,pop,indie poptimism,Marianas Trench,0,1,0,7.4618363,4.025171
Feeling Lonely,en,pop,indie poptimism,boy pablo,1,0,0,2.4924123,3.214737
Afternoon,en,pop,indie poptimism,TENDER,0,1,0,4.6046357,8.867359
Take It Off,en,pop,indie poptimism,Two Friends,1,0,0,2.7153714,1.9707971
I Luv It,en,rap,southern hip hop,Jeezy,1,0,0,3.793657,3.3036528
MMMBop,en,rock,permanent wave,Hanson,1,0,0,3.4927049,2.7921264
This Love - Acoustic,en,latin,latin pop,Maroon 5,1,0,0,1.3585,2.996589
Original Don (feat. The Partysquad) [Flosstradamus Remix],en,rap,trap,Major Lazer,0,1,0,6.4682856,3.4292457
Jailhouse Rock,en,rock,classic rock,Elvis Presley,0,1,0,5.8073573,3.7510507
The House of the Rising Sun,en,rock,hard rock,The Animals,1,0,0,4.192513,4.655565
Ice Cream Man,en,r&b,urban contemporary,Tyga,0,1,0,9.117589,4.6579914
Where I Won't Be Found,en,edm,pop edm,Seven Lions,0,1,0,8.135154,3.335412
Breakaway,en,pop,post-teen pop,Kelly Clarkson,0,1,0,7.233714,10.79777
On my shoulders,en,rock,album rock,The Dø,1,0,0,2.838045,4.5627604
Kids in Love - Don Diablo Remix,en,pop,dance pop,Kygo,0,1,0,7.514163,10.6162615
2 Of Amerikaz Most Wanted,en,rap,southern hip hop,2Pac,1,0,0,3.3341117,2.3233862
Torn,en,r&b,urban contemporary,LeToya,0,1,2,10.001178,4.640775
Crashing (feat. Bahari),en,edm,pop edm,ILLENIUM,1,0,0,2.033101,2.0140219
Alarm,en,edm,progressive electro house,Olly James,0,1,0,9.174116,4.705163
Rise (feat. Skylar Grey),en,pop,electropop,David Guetta,0,1,0,7.7611637,5.1984076
Wild Wild Son - Club Mix,en,edm,progressive electro house,Armin van Buuren,0,1,0,8.560135,5.3967586
Back on the Chain Gang,en,rock,permanent wave,Morrissey,0,1,0,5.372826,3.0977986
Save Me Pt 2 (feat. Austin Lam),en,r&b,urban contemporary,Ski Mask The Slump God,1,0,0,1.2492417,2.7155051
West End Girls - 2001 Remaster,en,rock,permanent wave,Pet Shop Boys,1,0,0,3.767146,3.419782
Make Me Wanna Die,en,rock,hard rock,The Pretty Reckless,0,0,0,5.9863186,2.8573117
Kobe,en,rap,southern hip hop,Chief Keef,0,1,0,7.700202,4.1530995
Faded - Tiesto's Northern Lights Remix,en,edm,electro house,Alan Walker,0,1,0,7.682813,5.1968503
Get to You Again,en,r&b,neo soul,Mac Ayres,1,0,0,1.3529084,4.4465714
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),en,rap,southern hip hop,Clipse,0,1,0,6.148445,4.638672
Joy To The World,en,rock,album rock,Three Dog Night,1,0,0,1.32855,3.0250893
Somebody That I Used To Know - 4FRNT Remix,en,edm,pop edm,Gotye,1,0,0,2.4608407,2.7549334
Remember the Name (feat. Styles of Beyond),en,rock,hard rock,Fort Minor,1,0,0,3.0274608,2.1944804
I Decided,en,r&b,neo soul,Liv Warfield,1,0,-1,2.1882749,7.1191726
The Same Way,en,edm,pop edm,Don Diablo,0,1,0,7.583873,2.7969444
Losing U (feat. Daylight) - Radio Edit,en,pop,indie poptimism,Klingande,0,1,0,6.075048,3.04876
Sneak Diss (feat. So6ix),en,rap,gangster rap,Ghostemane,0,1,0,6.9296575,3.2943206
Cake By The Ocean,en,latin,latin hip hop,DNCE,1,0,0,4.7028913,2.6052465
Molly,en,rap,gangster rap,Tyga,0,0,0,5.358533,2.5386946
Whole Lotta Love,en,rock,classic rock,Santana,0,1,0,6.9581122,3.1811514
Do Me!,en,r&b,new jack swing,Bell Biv DeVoe,1,0,0,3.3200438,1.7729846
Black Butterflies,en,edm,big room,Kill The Buzz,0,1,0,7.7260613,3.0705914
Let Me Love You - Marshmello Remix,en,rap,trap,DJ Snake,0,1,0,7.2798405,3.2259507
Gullah Gullah Island,en,r&b,urban contemporary,Dear Silas,0,1,0,4.451235,9.132047
Before You Go,en,pop,post-teen pop,Lewis Capaldi,0,0,0,5.244621,5.7959785
Young,en,pop,electropop,The Chainsmokers,1,0,0,3.0336423,2.7887576
Big Faces,en,rap,southern hip hop,Geto Boys,0,0,0,4.918951,4.5965
Rumors,en,pop,post-teen pop,Lindsay Lohan,1,0,0,3.7610087,3.4259024
I Just Wanna Party,en,rap,gangster rap,YG,0,1,1,6.5837574,5.1831493
Sound of da Police,en,rap,southern hip hop,KRS-One,0,1,0,5.825186,4.375295
No Right To Love You - Acoustic,en,r&b,urban contemporary,Rhys Lewis,1,0,0,1.0173086,6.05421
everything i wanted,en,pop,dance pop,Billie Eilish,1,0,0,0.6412657,5.7665477
There for You,en,pop,electropop,Martin Garrix,1,0,0,4.5331836,4.4642887
Bring Da Ruckus,en,rap,southern hip hop,Wu-Tang Clan,0,1,0,6.154556,4.8113933
Same Old Song,en,r&b,urban contemporary,The Weeknd,1,0,0,2.8409743,4.5792117
Gimme Back My Bullets,en,rock,classic rock,Lynyrd Skynyrd,0,0,0,7.05063,2.0739806
Love My Way,en,rock,permanent wave,The Psychedelic Furs,0,0,0,3.5899282,1.180149
Limitless - Radio Mix,en,edm,progressive electro house,BURNS,0,1,0,8.055676,3.33784
All That I Am,en,r&b,urban contemporary,Joe,1,0,0,1.4516267,4.688036
Nowhere to Run,en,rap,gangster rap,Brennan Savage,1,0,0,5.0499897,5.290562
Cool Side Of The Pillow,en,r&b,neo soul,Kyle Dion,0,1,0,9.348911,4.6896296
Wherever You Will Go,en,rock,album rock,The Calling,0,0,0,3.6342468,1.3048965
If The World,en,rock,album rock,Guns N' Roses,1,0,0,3.0475628,3.5037105
Step by Step,en,r&b,new jack swing,New Kids On The Block,1,0,0,1.4590032,3.1765902
Silhouettes - Original Radio Edit,en,edm,pop edm,Avicii,0,0,0,5.0357766,2.777948
Who I Am,en,rock,hard rock,Wage War,0,1,0,7.3628287,3.4300656
747,en,r&b,hip pop,Bill Callahan,1,0,0,1.0623506,6.118707
Never Know,en,r&b,urban contemporary,6LACK,0,1,-1,6.2550306,5.1793165
Rattle Your Cage,en,rock,classic rock,Skrizzly Adams,0,1,0,7.522214,6.369462
Beautiful Life,en,pop,indie poptimism,Lost Frequencies,0,1,0,6.029232,3.628075
Act a Fool,en,rap,hip hop,Rick Ross,0,1,0,6.37017,11.288213
Yeah!!!,en,rap,southern hip hop,Pastor Troy,0,1,0,6.970747,3.2124748
Malibu,en,pop,dance pop,Miley Cyrus,0,1,0,5.6252823,3.4898748
Slow Ride,en,rock,classic rock,Foghat,1,0,-1,2.2801661,4.657726
No Denying,en,r&b,urban contemporary,J Hus,0,1,0,9.068319,4.6310735
Forever Live My Name,en,latin,latin hip hop,Lil Rob,0,1,0,5.0850253,3.7675498
Dirty Deeds Done Dirt Cheap,en,rock,album rock,AC/DC,0,1,0,7.2877116,10.835211
"Glowstix, Neon & Blood",en,pop,electropop,Incubite,0,1,0,5.848624,2.9342914
The One - Radio Edit,en,r&b,neo soul,Jorja Smith,1,0,0,2.730935,1.8576773
Summiteer,en,rock,hard rock,Watch Out Stampede,0,1,0,9.023505,5.136777
Someday,en,rock,permanent wave,The Strokes,1,0,0,2.8387625,2.4085784
Brightest Light - Radio Edit,en,pop,indie poptimism,FDVM,1,0,0,1.6205295,4.8169956
SOS - Laidback Luke Tribute Remix / Radio Edit,en,pop,dance pop,Avicii,0,1,0,6.9154854,3.2370958
God Is a DJ,en,pop,dance pop,Faithless,0,1,0,6.117409,11.185452
24K Magic - R3hab Remix,en,edm,pop edm,Bruno Mars,0,1,0,7.642146,4.704399
Can't Feel My Face,en,pop,electropop,The Weeknd,1,0,0,4.0491695,3.4885983
Lost In Stereo,en,pop,post-teen pop,All Time Low,0,1,0,7.967016,4.6982884
Message In A Bottle - Remastered 2003,en,rock,classic rock,The Police,0,0,0,4.4883046,3.6269
Supernatural,en,pop,indie poptimism,Apollo LTD,0,0,0,3.5899954,1.0790547
Where The Hood At,en,rap,gangster rap,DMX,0,1,2,10.14305,4.665624
Hear Me Calling,en,rap,trap,Juice WRLD,1,0,0,4.534974,3.0832837
Smooth (feat. Rob Thomas),en,rock,permanent wave,Santana,1,0,0,3.4708292,2.7183309
Opposites Attract,en,r&b,new jack swing,Paula Abdul,1,0,0,2.578839,2.0185983
Into The Great Wide Open,en,rock,permanent wave,Tom Petty and the Heartbreakers,1,0,0,2.21714,3.2885776
Sittin' Sidewayz (feat. Big Pokey),en,rap,hip hop,Paul Wall,0,1,-1,9.669317,4.6769876
Shooter,en,rap,southern hip hop,Lil Wayne,1,1,0,5.649782,4.370075
Titanium (feat. Sia),en,pop,post-teen pop,David Guetta,0,1,0,8.033751,4.930614
Over And Over,en,edm,progressive electro house,Sylvester,1,0,-1,2.4910448,4.6389565
2000 Rounds,en,rap,gangster rap,Pouya,0,1,-1,10.094588,4.6240144
Sweet Emotion - Single Version,en,rock,hard rock,Aerosmith,1,0,0,2.5326107,1.7824876
Sketches of Pain,en,r&b,neo soul,Audible Mainframe,1,0,0,2.1322517,2.4847183
Pray to God - R3hab Remix,en,edm,big room,Calvin Harris,0,1,0,6.460285,11.195026
Confessions Part II - Confessions Special Edition Version,en,r&b,hip pop,Usher,0,0,0,5.205345,5.5443397
Little Do You Know,en,edm,pop edm,Alex & Sierra,1,0,0,3.2085123,6.378512
Fortunate,en,r&b,neo soul,Maxwell,1,0,0,1.7485274,10.500643
Pon De Floor,en,latin,latin hip hop,Major Lazer,0,1,0,8.387435,4.0902286
I Wonder if I Take You Home,en,r&b,new jack swing,Full Force,1,0,0,4.8040423,2.722785
We Are Never Ever Getting Back Together,en,pop,post-teen pop,Taylor Swift,1,0,0,3.0428858,2.181795
Shower the People,en,rock,classic rock,James Taylor,1,0,0,1.5639617,4.3160863
Carillon (with Achille Lauro),en,pop,dance pop,Nahaze,0,1,1,6.4342566,5.2995486
Heartbreaker,en,rock,hard rock,Her Bright Skies,0,1,0,9.411156,5.115072
Wicked,en,pop,indie poptimism,GRiZ,1,0,0,4.4425564,11.638752
40th Street Black / We Will Fight,en,rap,southern hip hop,Wu-Tang Clan,0,1,1,6.486238,5.232369
Woke Up Late (feat. Hailee Steinfeld),en,r&b,hip pop,Drax Project,0,1,0,6.472282,3.3446867
Sea Sick,en,rap,gangster rap,Fat Nick,0,1,-1,9.5253315,4.674118
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",en,latin,latin hip hop,DJ Khaled,1,0,0,2.779099,2.2902346
Crazy On You,en,rock,hard rock,Heart,1,0,0,1.5974668,10.455254
Hella Neck,en,rap,hip hop,Carnage,0,1,-1,6.741734,5.0577073
Walk Away,en,rock,permanent wave,Franz Ferdinand,0,0,0,6.8950667,2.1849835
Watching The World,en,r&b,neo soul,Surahn,1,0,-1,2.3660467,4.5340085
Mary Jane's Last Dance,en,rap,southern hip hop,Tom Petty and the Heartbreakers,0,1,0,7.360408,10.784294
Peanut Butter Jelly - Genairo Nvilla Remix,en,latin,latin hip hop,Galantis,0,1,0,5.703012,3.526306
Howl,en,rap,southern hip hop,Beware Of Darkness,0,0,0,5.8086014,2.2346292
Paradise,en,pop,indie poptimism,Rex Orange County,1,0,0,1.165523,4.260046
I Feel It Coming,en,pop,post-teen pop,The Weeknd,1,0,0,3.072022,2.7162762
Heart Don't Stand a Chance,en,r&b,urban contemporary,Anderson .Paak,1,0,0,2.4106293,3.6249974
Whyyawannabringmedown,en,rock,hard rock,Aranda,0,0,0,5.9725223,2.3592525
Days Gone By,en,rock,classic rock,Van Morrison,1,0,-1,2.414416,4.64885
Patek Water,en,rap,gangster rap,Future,0,1,-1,9.582319,4.576504
Your Side Of The Bed,en,pop,indie poptimism,Loote,1,0,0,3.1666594,2.141097
Patiently Waiting,en,rap,gangster rap,50 Cent,0,1,0,5.692986,4.3306828
I Need Love,en,r&b,new jack swing,LL Cool J,1,0,-1,0.67674255,5.745756
The Wrong Ones,en,latin,latin hip hop,JC Stewart,0,1,0,8.210557,3.4347882
Time of Dying,en,rock,hard rock,Three Days Grace,0,1,0,9.318726,5.2210627
Don't Cry (Original),en,rock,classic rock,Guns N' Roses,1,0,0,4.465496,4.4636936
Die For You,en,rock,hard rock,Red,0,1,0,7.234358,3.221206
Let You Know - Nathan C Remix,en,edm,progressive electro house,Flume,0,1,0,6.196855,3.509031
On Top Of The World,en,latin,latin hip hop,Imagine Dragons,0,0,0,3.541696,1.1071281
One Day,en,rap,southern hip hop,UGK,0,1,1,6.441666,5.2523603
Black Horse And The Cherry Tree,en,rock,album rock,KT Tunstall,1,0,0,3.0893562,2.2700534
You & Me - Flume Remix,en,rap,trap,Disclosure,1,0,0,2.6319613,4.544999
High On Life (feat. Bonn),en,pop,dance pop,Martin Garrix,0,1,0,4.9266486,4.005821
"Rhythm Is A Dancer - 7"" Edit",en,pop,dance pop,SNAP!,1,0,0,2.5571113,4.32523
Can't Fight This Feeling,en,rock,hard rock,REO Speedwagon,1,0,0,1.8165925,4.1229424
Runaway,en,latin,tropical,Halcyon,0,1,2,9.9522915,4.683146
Smilin,en,rap,southern hip hop,Demun Jones,0,1,0,8.995326,4.8216724
BOSS,en,r&b,hip pop,The Carters,0,1,1,6.609781,5.1531343
Self Control,en,r&b,neo soul,Frank Ocean,1,0,0,0.6811793,5.6710396
Fool's Gold,en,r&b,neo soul,Jill Scott,1,0,0,4.236125,3.301197
Lockjaw (feat. Kodak Black),en,rap,gangster rap,French Montana,0,1,2,9.925237,4.645996
Glory Days,en,rock,classic rock,Bruce Springsteen,1,0,0,3.2569864,2.2616353
Whatever It Takes,en,pop,post-teen pop,Imagine Dragons,0,1,0,6.133403,11.062795
Sunday Bloody Sunday - Remastered 2008,en,rock,classic rock,U2,1,0,0,2.741343,2.269582
All or Nothing - Sultan + Shepard Remix,en,latin,tropical,Lost Frequencies,0,1,0,6.841534,3.1243
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),en,edm,pop edm,Attom,0,1,0,8.192475,3.4179347
Kiss You All Over,en,rock,classic rock,Exile,1,0,-1,0.92980725,6.010334
Candy Rain,en,r&b,new jack swing,Soul For Real,0,1,0,5.466738,11.499381
GAMES ON YOUR PHONE,en,r&b,urban contemporary,24kGoldn,0,1,0,7.7307334,5.133461
Don't Give Up,en,edm,progressive electro house,Chicane,1,0,0,4.3915744,4.4727516
Time In,en,rap,trap,Billy Marchiafava,0,0,0,5.3646827,6.164292
In The Middle,en,pop,indie poptimism,dodie,1,0,0,1.2547365,4.200559
That's Why (You Go Away) - 2014 Remastered Version,en,rock,album rock,Michael Learns To Rock,1,0,0,1.1075206,4.6547728
I Need A Hot Girl,en,rap,hip hop,Hot Boys,1,0,0,3.3439865,2.945026
Express Yourself,en,r&b,urban contemporary,Charles Wright & The Watts 103rd Street Rhythm Band,1,0,0,2.0880418,3.2023284
BAD KID,en,rap,gangster rap,Night Lovell,1,0,0,3.3035352,6.386428
Unstoppable,en,pop,indie poptimism,Paperwhite,1,0,0,4.234822,3.7632217
It's a Sin - 2001 Remaster,en,pop,electropop,Pet Shop Boys,0,1,0,5.040691,3.900162
Nothin' But The Cavi Hit,en,rap,gangster rap,Mack 10,0,0,0,5.053214,2.8129354
Unknown (To You),en,r&b,urban contemporary,Jacob Banks,0,1,0,5.2533417,9.035809
Killing In The Name,en,rock,permanent wave,Rage Against The Machine,0,1,0,5.6038446,4.2953043
There Are Too Many Of Us,en,rock,permanent wave,Blur,1,0,0,3.6955335,3.2887769
Do Me Right,en,r&b,new jack swing,Guy,1,0,0,2.3247318,4.2120876
Bow Down,en,rock,hard rock,I Prevail,0,1,0,8.426403,4.9670415
Glow - JSapp Remix,en,edm,progressive electro house,Britt Nicole,0,1,0,6.478081,3.5904593
Cough Syrup,en,pop,post-teen pop,Young the Giant,0,1,0,5.2934084,11.46074
Blame,en,r&b,neo soul,Bryson Tiller,1,1,0,4.5109496,8.846178
Stone,en,pop,indie poptimism,Agnes Obel,1,0,-1,0.74996173,5.9231467
Tell Your Friends,en,r&b,neo soul,The Weeknd,1,0,0,1.6967273,4.440092
Is It Good To You,en,r&b,new jack swing,Teddy Riley,1,0,0,2.3687718,1.9651827
I Gotta Feeling,en,latin,latin hip hop,The Black Eyed Peas,1,0,0,3.0919256,2.6272986
Carry On - Nicky Romero Remix,en,pop,dance pop,Kygo,0,1,0,7.7773643,5.202802
Before You Hit The Ground,en,rock,classic rock,Jonny Lang,1,0,0,3.5810378,3.1921585
Driftin' Blues,en,rock,classic rock,Charles Brown,1,0,0,1.2500675,6.4253006
Between The Devil And The Deep Blue Sea,en,rock,permanent wave,George Harrison,1,0,0,1.3271459,2.4302294
Since U Been Gone,en,latin,latin hip hop,Kelly Clarkson,0,0,0,7.133154,2.064751
Miss You Much,en,r&b,new jack swing,Janet Jackson,1,0,0,3.6827471,3.3723276
Stars,en,edm,electro house,VIZE,0,1,0,8.304858,4.0354695
Flash Funk (feat. Marshmello),en,edm,big room,League of Legends,0,1,0,8.646237,5.1644053
Oxygen,en,pop,post-teen pop,Maia Mitchell,0,1,0,7.801012,2.9907122
I Found You (with Calvin Harris),en,pop,dance pop,benny blanco,0,1,0,6.95884,3.0654986
Don't Stop Me Now - 2011 Mix,en,rock,album rock,Queen,0,1,0,8.982211,4.8873568
MONOMANIA,en,rock,hard rock,The Word Alive,0,1,0,8.989734,4.851304
This Ain't My Day,en,rap,southern hip hop,Fredro Starr,1,0,0,4.4303584,4.3184915
Do Me Right,en,r&b,new jack swing,Guy,1,0,0,2.3660836,4.2552767
Stitches,en,pop,post-teen pop,Shawn Mendes,0,0,0,7.039728,2.16477
Twenty Eight,en,r&b,urban contemporary,The Weeknd,1,0,0,3.0006118,8.100963
In the Morning (feat. Syd & Thundercat),en,r&b,hip pop,Mac Miller,0,1,-1,10.142234,4.663749
In Trance - Studio Edit,en,rock,hard rock,Scorpions,0,1,0,5.1390157,3.8706381
Bad Blood,en,r&b,urban contemporary,Nao,1,1,0,4.497447,8.833583
Somethin Out of Nothin' (feat. Saara Maria),en,r&b,neo soul,Joomanji,1,0,0,5.8821807,4.9936895
Never Really Over - R3HAB Remix,en,pop,dance pop,Katy Perry,0,1,0,7.959811,5.058442
Bankroll,en,rap,gangster rap,Taz,1,0,0,2.5022845,7.7625346
Sometimes I Wonder,en,r&b,neo soul,Darius Rucker,1,0,0,4.300774,3.2425067
I Never Loved a Man (The Way I Love You),en,r&b,neo soul,Aretha Franklin,1,0,0,1.3705378,2.3769767
Me and My Downfall,en,rock,album rock,DeeExpus,1,0,0,2.4606915,4.3297634
Steambreather,en,rock,hard rock,Mastodon,0,1,0,8.883192,5.0855236
Heartbreaker - 1990 Remaster,en,rock,classic rock,Led Zeppelin,1,0,0,2.324649,3.0941465
Chainsmoking,en,pop,indie poptimism,Jacob Banks,0,1,0,6.951408,3.8418505
Tilt,en,rock,permanent wave,Scott Walker,1,0,0,1.191548,4.6049123
Body Parts,en,r&b,neo soul,Raphael Saadiq,1,0,0,2.1528883,2.3072832
Tainted Love,en,rock,classic rock,Soft Cell,0,0,0,5.602255,6.1170626
