track_name,language,playlist_genre,playlist_subgenre,track_artist
2 Cigarettes,en,r&b,urban contemporary,Jack & Jack
Eenie Meenie,en,latin,latin hip hop,Justin Bieber
Stay,en,pop,indie poptimism,Post Malone
Honey Dove,en,r&b,neo soul,Lee Fields & The Expressions
Hail Mary,en,rap,gangster rap,2Pac
Hey Jealousy,en,rock,permanent wave,Gin Blossoms
Music,en,r&b,neo soul,Leela James
Low Life,en,rock,hard rock,Crobot
Down to the River,en,rap,southern hip hop,Danny Boone
Side To Side - Slushii Remix,en,edm,pop edm,Ariana Grande
Susie Q - Single Version,en,rock,hard rock,Creedence Clearwater Revival
Fuck You,en,edm,pop edm,CeeLo Green
Just As I Am,en,pop,dance pop,Marshall Marshall
Bridges,en,pop,indie poptimism,Broods
Tears Don't Fall,en,rock,hard rock,Bullet For My Valentine
Don't Worry Bout Me - Alle Farben Remix,en,pop,dance pop,Zara Larsson
3 Nights,en,latin,latin pop,Dominic Fike
Love Me Like You Do,en,pop,post-teen pop,Ellie Goulding
Heaven,en,edm,electro house,The Blaze
WORKIN ME,en,latin,latin pop,Quavo
Drops of Jupiter,en,rock,permanent wave,Train
Easy Love,en,latin,tropical,Sigala
CAN YOU HEAR ME NOW?,en,rock,permanent wave,Bishop Briggs
Women Who Look Like You (feat. Guapdad 4000),en,r&b,urban contemporary,JP Saxe
Sweet Home Alabama,en,rap,southern hip hop,Lynyrd Skynyrd
Southbound,en,rock,classic rock,The Allman Brothers Band
Da' Dip,en,rap,southern hip hop,Freak Nasty
High Rises,en,rap,hip hop,CHIKA
Jekyll and Hyde,en,rock,hard rock,Five Finger Death Punch
Panic Room,en,edm,progressive electro house,Au/Ra
Funky Town,en,pop,post-teen pop,Lipps Inc.
I'm Your Baby Tonight,en,r&b,new jack swing,Whitney Houston
Rockstar (feat. DV8),en,edm,progressive electro house,Timmy Trumpet
Kings & Queens (feat. Run The Jewels),en,rap,gangster rap,DJ Shadow
Breaking the Habit,en,rock,album rock,Linkin Park
Nightrain,en,rock,album rock,Guns N' Roses
End Of The Road,en,r&b,new jack swing,Boyz II Men
Freefall,en,rock,album rock,Camel
This Is What It Feels Like,en,edm,progressive electro house,Armin van Buuren
Ready For Love,en,r&b,neo soul,India.Arie
You Really Got Me,en,rock,classic rock,Van Halen
Every Little Thing I Do - Remix,en,r&b,new jack swing,Soul For Real
