track_name,lyrics,playlist_genre,playlist_subgenre,track_artist,duration_ms,language,track_album_release_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence
MONOMANIA,"Does anybody even care? Is anybody listening to me? I'm lying here invisible Feeling all your empty stares through me I'm begging for a better way Don't know how much more of this I can take ‘Cause anger's so much easier than fixing everything I can't face I'm stuck inside the madness, I know you've felt this But I know we'll make it out somehow It's like a war from within just to let go Killing ourselves to cope Inside the sadness, sometimes it traps us And we think we're better off alone It's like a war from within just to let go Killing ourselves to cope I feel it every time I breathe Another “cure” that doesn't work for me Darkness and anxiety seem to be the only friends I see I'm praying for a better day But reality takes its place And will I ever be enough? Will I ever be enough for me? I'm stuck inside the madness, I know you've felt this But I know we'll make it out somehow It's like a war from within just to let go Killing ourselves to cope Inside the sadness, sometimes it traps us And we think we're better off alone It's like a war from within just to let go Killing ourselves to cope I know you're gonna take a shot at my heart What you didn't know, is I can see in the dark I learned to adapt to the world that I see I learned not to trust anybody but me But me I know you're gonna take a shot at my heart But what you didn't know, is I can see in the dark I learned to adapt to the world that I see Learned not to trust anybody but me I'm stuck inside, I'm stuck inside I'm stuck inside the madness, I know you've felt this But I know we'll make it out somehow It's like a war from within just to let go Killing ourselves to cope Inside the sadness, sometimes it traps us And we think we're better off alone It's like a war from within just to let go Killing ourselves to cope We're killing ourselves Killing ourselves to cope",rock,hard rock,The Word Alive,238680,en,1/10/2020,0.456,0.00491,0.93,0.159,-3.596,0.186,148.749,1,5,0.416
This Ain't My Day,"Damn man, what time is it? Damn, I'm fucking late, shit Yeah man, we all had days like this, know what I'm saying? Just wanna go right back to sleep when you wake up, know what I mean? Well, at least the sun is shinning right? At least we breathing More problems is all need This the last blunt, I'm blowing all my weed I can't stand when no trees in my jar Brand new Benz, somebody keyed my car Then the phone rang, ""yeah, we gonna smoke ya ass"" Then I dropped the iPhone 5, Goddamm, I broke the glass When I was too broke for gas, nobody wanted to smoke me The cops roll past, hope they don't smell the smoke, b I guess I'm just weary of cops Then I stepped in dog, fucked up my Jeremy Scotts Had to switch up, threw on a pair of Y3's Then I jumped in the Benz, damn where my keys? Shit, I can't find where my keys is I guess I gotta take my chick Prius At least it don't take a lot of gas Last night I lost my bank card, a nigga outta cash Mama said there be days like this When you ain't even got enough trees to blaze one spliff Then this crazy chick, she started screaming ""don't come back"" I guess she found the condoms cause she calling me a scumbag It's way too early to disturb the neighbors Then I walk outside and served with papers All I need is another lawsuit Then it started raining, there go my velour suit This just ain't my day This just ain't my day This just ain't my day This just ain't my day Mama said there be days like this When you ain't even got enough trees to blaze one spliff This just ain't my day This just ain't my day So now I'm drenched in the rain Like somebody trying to throw a wrench in the game Not to mention I'm late for a meeting It's mad traffic on the major deacon Tomorrow is a holiday, it's a major weekend Got a call from the homie Today he supposed give me back some money That he owe me he making up excuses like, ""come on son, you know me We been through it all, so I know you gonna hold me"" Yeah, to make a long story short, I dipped and dived Shit, I could rob a bank man, the way a nigga drive I arrived at my meeting thirty minutes late Talking 'bout they wanna cancel and set another date A brother waited two months to make this shit happen Came back to the car, another ticket in Manhattan It's like when you think it is, when it ain't My velour fucked up, leaned on wet paint, man, shit This just ain't my day This just ain't my day This just ain't my day This just ain't my day Mama said there be days like this When you ain't even got enough trees to blaze one spliff This just ain't my day This just ain't my day Man this is crazy man, know what I'm saying? I'm 'bout to go back to the crib, this is fucked up son I need to smoke man, let's go to the motherfuckin' spot, b Yeah man, call dread man, I need to get my mind right",rap,southern hip hop,Fredro Starr,234021,en,12/25/2013,0.763,0.0869,0.708,0.234,-6.307,0.116,93.02,0,10,0.398
Do Me Right,"Do me right Ayo, Teddy, you ready? (Teddy: Yep Yep) Ayo, Nasty Man, you ready? (Aaron: Ooh yeah) What about you, Crazy Legs? (Damion: You know I'm steppin') Well, let's put this together And let all the girls out there know how we wanna be done Now would you mind if I laid you down and licked you lovely? Made your body sticky with some bumblebee honey? And tickled your fancy with my finger or a feather? Worry not, my lover The Heavster is clever Now I'd like to hold you and squeeze you tight But don't turn into an acrobat and flip over night 'Cause we can go on if the lovin' is strong But I'd really hate to have to write a do me wrong song Do me right (Repeat 4X) I dream of you all the time When I wake up there's a smile on my face And when we get together Girl, I just don't know what to say Why is it hello, kiss, goodbye? And then making me feel low Can you tell me what is on your mind I just got to know (do me right) What is goin' on? Can you tell me where do we go from here? (do me right) Wanna bring you close, bring you in my heart I wanna know that you're my girl But girl you gotta treat me right Do me right I just wanna be your man I want you to be my girl Why don't you just do me right? (You gotta do me right) Such a sticky situation But I think that we should take that chance So many plans we've got ahead Let's forget about the past We can get to making love and romance Girl, you're something else I wanna get with you, believe me girl I wanna hold you close Keep you in my heart I gotta know that you're my girl Girl, you gotta treat me right (Random Girl: Who's on the phone) Well, it's caller number one What's the matter? Don't you recognize my voice, honey bun? Oh, I understand You were half-sleep Now wait a minute--who's beeper just beeped? I know it ain't mine, mine's is on my hip Now tell me you didn't flip on the honey dipped, ya pocket trip It's time to get ya heart broke Honey, I smell smoke You thought he was dope so you took a toke? So here's the news: I'm ghost, I'm outta here, long gone The lover went left, so honey, you stay strong And when you wake up in the middle of the night I'll be with her 'cause she, she'll do me right Do me right Be my girl NA",r&b,new jack swing,Guy,263267,en,11/13/1990,0.765,0.00137,0.738,0.216,-11.011,0.0825,105.963,1,11,0.625
Stitches,"NA I thought that I've been hurt before But no one's ever left me quite this sore Your words cut deeper than a knife Now I need someone to breathe me back to life Got a feeling that I'm going under But I know that I'll make it out alive If I quit calling you my lover Move on You watch me bleed until I can't breathe, shaking Falling onto my knees And now that I'm without your kisses I'll be needing stitches Tripping over myself, aching Begging you to come help And now that I'm without your kisses I'll be needing stitches Just like a moth drawn to a flame Oh, you lured me in I couldn't sense the pain Your bitter heart, cold to the touch Now I'm gonna reap what I sow I'm left seeing red on my own Got a feeling that I'm going under But I know that I'll make it out alive If I quit calling you my lover Move on You watch me bleed until I can't breathe, shaking Falling onto my knees And now that I'm without your kisses I'll be needing stitches Tripping over myself, aching Begging you to come help And now that I'm without your kisses I'll be needing stitches Needle and the thread, gotta get you out of my head Needle and the thread, gonna wind up dead Needle and the thread, gotta get you out of my head Needle and the thread, gonna wind up dead Needle and the thread, gotta get you out of my head Needle and the thread, gonna wind up dead Needle and the thread, gotta get you out of my head Get you out of my head You watch me bleed until I can't breathe, shaking Falling onto my knees And now that I'm without your kisses I'll be needing stitches Tripping over myself, aching Begging you to come help And now that I'm without your kisses I'll be needing stitches Now that I'm without your kisses I'll be needing stitches Now that I'm without your kisses I'll be needing stitches",pop,post-teen pop,Shawn Mendes,206880,en,4/14/2015,0.746,0.0152,0.754,0.0486,-6.681,0.067,149.882,1,1,0.764
Twenty Eight,"This house is not a home to you But you decide to go ahead and lay down, lay down There are no words to describe the depth of your indifference 'Cause I see you're here to stay Should've known to pick my fate I'm so wrong, I'm so wrong (To let you in my) To let you in my home (Now you know where I sleep) Now you know where I sleep (Never felt so damn weak) Hey there, lonely girl Did you have to tell your friends About  the way I got you screaming my name? Did you have to tell the world? Now your girls all wanna fuck Girl you could've been the one Gotta change my number twice a month When you could have simply kept it on the down low I'm so wrong, I'm so wrong (To let you in my) To let you in my home (Now you know where I sleep) Now you know where I sleep (Never felt so damn weak) Baby if I knew you'd be living in my sheets I wouldn't have shown you any love I would have left you in the club You said you don't belong You keep saying there's no one And there's no where to go But who keeps calling on your phone? I'm so wrong, I'm so wrong, I'm so wrong I'm so wrong, I'm so wrong (To let you in my) To let you in my home (Now you know where I sleep) Now you know where I sleep (Never felt so damn weak) I'm so wrong, I'm so wrong (To let you in my) To let you in my home (Now you know where I sleep) Now you know where I sleep (Never felt so damn weak) Girl, if your man call your phone again Girl, if your man call your phone again",r&b,urban contemporary,The Weeknd,258453,en,1/1/2012,0.639,0.574,0.633,0.111,-7.338,0.0352,129.996,0,3,0.243
In the Morning (feat. Syd & Thundercat),"She say she love me for these cold ass raps Wanna be involved but no strings attached Listen honey, I'm feeling kinda hungry Go to dinner with your girls can you bring something back It's unusual that, I would feel so strong The party upstairs, you waiting in the lobby Fuck cares, valet the Ferrari Bright Vegas lights get alarming, I'm sorry Too drunk for sex, I might pass out early Just keep it wet and I'll hit it in the morning The glory, free faller, 43 stories Cordially sippin 40s, hooked up to morphine For sure clean like bald heads Kinda wish we would fuck more and talk less Except, me and you a little far fetched Reach for the stars, got my arms stretched, God bless I can feel it tonight, but don't be mad if I'm late I'm just caught at the lab I can be there in the morning I can feel it tonight, but don't be mad if I'm late I just got home for the night I'm gonna be there in the morning And I, I need a cool bitch conversation skills Roll blunts in the love of Darth Vader films Love to sit there and chill when I play the keys When it turn to fall she love to go and rake the leaves Make believe, used to dream of being Ann Marie Or a model for Maybelline, but fantasies tend to die off When you grow up quickly The walls are the same exact color as a Tiffany box Make a profit solving riddles on a popsicle stick If she could, she would leave in a rocket ship The way she feel got her nervous like a doctors trip Mom says she should see a psychologist Say she love me for my cold ass raps Never tell me where the cocaine stash She up late, worry, tell me hurry up home 11 Missed Calls on my phone, woah I can feel it tonight, but don't be mad if I'm late I'm just caught at the lab I can be there in the morning I can feel it tonight, but don't be mad if I'm late I just got home for the night I'm gonna be there in the morning Thundercat bass solo",r&b,hip pop,Mac Miller,265067,en,12/17/2013,0.549,0.0442,0.639,0.121,-8.553,0.396,191.921,1,4,0.116
In Trance - Studio Edit,I wake up in the morning And the sun begins to shine The day did sneak up on the night I see your face and I see myself And I get a little taste of life I try to stand it for a while But I'm in a trance Hey baby tell me can't you hear me calling I'm in a trance I take too much in the Saturday night Hey... Hey Hey baby tell me can't you hear me calling I'm in a trance I wanna try to stop this life I feel so sad I'm feeling down On the radio the music plays I'm in love with her and I feel fine I close my eyes I think today is getting better with a sip of wine And I can stand it for a while When I'm in a trance Hey baby tell me can't you hear me calling I'm in a trance I take too much in the Saturday night Hey... Hey Hey baby tell me can't you hear me calling I'm in a trance I wanna try to stop this life I'm in a trance Hey baby tell me can't you hear me caling I'm in a trance I take too much in the Saturday night Hey...Hey Hey baby tell me can't you hear me calling I'm in a trance I wanna try to stop this life,rock,hard rock,Scorpions,230013,en,4/11/2014,0.588,0.026,0.698,0.343,-5.92,0.0353,136.312,1,10,0.223
Bad Blood,"You're a holiday A glass of ocean slipping down my throat And landing on my hopes, I'm dreaming Off the maps, no hidden grids, I'm fleeing I worship you like holy days Lying on my back, seeing clouds and rays Drinking lime and bitter from my lemonade White horses, maritime won't do Do you remember? The holiday slipped away Time and place I definitely remember Lying on my back and seeing clouds and rays We're dreaming with feelings, whoa Forever we're young Pages unsung, ooh I feel that you remember Dreaming of a past that couldn't last But now we're changing Refraining I'm thinkin it's the, know that it's the I'm thinkin it's the bad, bad blood I'm thinkin it's the, know that it's the I'm thinkin it's the bad, bad blood Do you remember? The riding, the passion, the falling over And tripping on ice Sharing advice, taking it twice But let us not forget the Silent days, stripped away Time and place Oh, you choose not to remember Fly away and counting days I'm hiding from you, ooh I'm thinkin it's the, know that it's the I'm thinkin it's the bad, bad blood I'm thinkin it's the, know that it's the I'm thinkin it's the bad, bad blood I choose For the rain not to fall Exposing the soil on you I lose Don't tell me I'm cuckoo, I know And it's mad, we were close, oh I choose My head's now afloat But my heart's drowning boats of you I lose Don't tell me I'm coo-coo Coo-coo-coo-coo-coo-coo-ooh-ooh I'm thinkin it's the, know that it's the I'm thinkin it is the bad, bad blood I'm thinkin it is the, know that it's the I'm thinkin it is the bad, bad blood I'm thinkin it's the, know that it's the I'm thinkin it is the bad, bad blood I'm thinkin it is the, know that it's the I'm thinkin it is the bad, bad",r&b,urban contemporary,Nao,240627,en,7/29/2016,0.494,0.639,0.412,0.0631,-5.687,0.133,113.108,0,5,0.378
Somethin Out of Nothin' (feat. Saara Maria),"I'm just tryna do my own Making somthin out of nothin' I'm just tryna do my own Making somthin out of nothin' NA Burning like fire inside the skin I'm reaching through with all that's within NA I yearn and I burn for a reason Creating memories, then go Hurry and, shipping through my mind I'm letting go of worry, worry I inhale and find a way to release To release, to release, to release Just tryna do my own Making somthin out of nothin' Tryna do my own Making somthin out of nothin' Transporting through time and space I learn to embrace, a new of existence Outside of, normalities Another experience, it's all in us Using only what you have Always when, having a soul NA And all the saving , memories fading Of what you had to begin with What you had to begin with What you had to begin with",r&b,neo soul,Joomanji,183427,en,2/1/2013,0.682,0.606,0.378,0.11,-11.524,0.235,91.403,0,6,0.598
Never Really Over - R3HAB Remix,"I'm losing my self control Yeah, you're starting to trickle back in But I don't wanna fall down the rabbit hole Cross my heart, I won't do it again I tell myself, tell myself, tell myself, ""Draw the line"" And I do, I do But once in a while, I trip up, and I cross the line And I think of you Two years, and just like that My head still takes me back Thought it was done, but I Guess it's never really over Oh, we were such a mess But wasn't it the best? Thought it was done, but I Guess it's never really over Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again I guess I could try hypnotherapy I gotta rewire this brain 'Cause I can't even go on the internet Without even checking your name I tell myself, tell myself, tell myself, ""Draw the line"" And I do, I do But once in a while, I trip up, and I cross the line I think of you Two years, and just like that My head still takes me back Thought it was done, but I Guess it's never really over Oh, we were such a mess But wasn't it the best? Thought it was done, but I Guess it's never really over Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again Thought we kissed goodbye Thought we meant this time was the last But I guess it's never really over Thought we drew the line right through you and I Can't keep going back I guess it's never really over, yeah Two years, and just like that My head still takes me back Thought it was done, but I Guess it's never really over Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again (And I'll have to get over you all over again) Just because it's over doesn't mean it's really over And if I think it over, maybe you'll be coming over again And I'll have to get over you all over again (Over you all over again) Thought we kissed goodbye Thought we meant this time was the last But I guess it's never really over Thought we drew the line right through you and I Can't keep going back I guess it's never really over",pop,dance pop,Katy Perry,187675,en,7/26/2019,0.449,0.187,0.856,0.176,-4.788,0.0623,112.648,0,5,0.152
Bankroll,I ride slow Got my bad bitch grippin on the pole Yuh yuh They dont know Keep em guessin when they see me at the store I was a plug I did the drugs Now im here workin on a fuckin bankroll Im sippin mud This shit that blood I pick that shit up right off of the floor Im in a 2 door coupe with a bad bitch clutchin on a stick like a savage Keep a lotta green no cabbage I be rollin up bad habits She say that she like how my wrist dance this motherfucker go stupid They didn't think thatd i make it They didn't think i would do it Okay I go crazy All this kush smoke got me so lazy Oh i didn't know thas yo lady Lil dumb bitch jus tried to play me I ride around like fuck you pay me Keep a shooter nobody gon slay me If you ever fuck around n betray me Im take a 9 milli off safety I ride slow Got my bad bitch grippin on the pole Yuh yuh They dont know Keep em guessin when they see me at the store I was a plug I did the drugs Now im here workin on a fuckin bankroll Im sippin mud This shit that blood I pick that shit up right off of the floor,rap,gangster rap,Taz,126947,en,4/7/2019,0.901,0.247,0.489,0.0854,-12.934,0.0733,120.991,0,10,0.376
Sometimes I Wonder,"Da Da da da da da Da da da da dum da dum Every time I see you (I see you) It's good to see you again ( hey baby) You make me feel like I've seen the sun ( sun shining) Your loving let's me know that I'm the only one And I hear you Sometimes I wonder (I wonder how you got so good) Sometimes I wonder (I wonder how you got so good) Sometimes I wonder (Wonder how you got so good) Sometimes I wonder, baby, wonder, baby Loving you is like my dream come true I want you to know that I'll always be there standing up for you From the mountain From the river From the root to the to the, baby When I look in to the mirror (What do you see) I see me and I see you (And how are we) Joined from the soul Our hearts together Just living together in melody baby Living together in melody In melody In harmony In melody In harmony In melody, baby In harmony We just got this good In melody In harmony",r&b,neo soul,Darius Rucker,251733,en,1/30/2007,0.36,0.0247,0.568,0.0671,-5.316,0.0895,78.158,0,2,0.17
I Never Loved a Man (The Way I Love You),"You're a no good heartbreaker You're a liar and you're a cheat And I don't know why I let you do these things to me My friends keep telling me That you ain't no good But oh, they don't know That I'd leave you if I could I guess I'm uptight And I'm stuck like glue 'Cause I ain't never I ain't never, I ain't never, no, no Loved a man, the way that I, I love you Some time ago I thought You had run out of fools But I was so wrong You got one that you'll never lose The way you treat me is a shame How could you hurt me so bad? Baby, you know that I'm the best thing That you ever had Kiss me once again Don't you never, never say that we we're through 'Cause I ain't never Never, Never, no, no Loved a man, the way that I, I love you I can't sleep at night And I can't eat a bite I guess I'll never be free Since you got, your hooks, in me Oh, oh, oh, yeah, yeah I ain't never loved a man I ain't never loved a man, baby Ain't never had a man hurt me so bad, no Well, this is what I'm going to do about it I tell you, I'm gonna...",r&b,neo soul,Aretha Franklin,171773,en,3/10/1967,0.657,0.367,0.371,0.157,-9.186,0.0359,134.867,1,5,0.709
Me and My Downfall,"Call my number, leave my name Paint my downfall, feel my pain Mute my senses again, drown my sorrows Leave me drained Burn me, scorn me, meet me and my downfall Break my will but leave me and my downfall Call me stupid, call me mad Question my faith, watch me laugh Mock the courage of one The many speak, your time will come Burn me, scorn me, meet me and my downfall Break my will but leave me and my downfall I can't wait to see you smiling On the other side of your face I can take all you're giving me I won't bend and I won't break You won't hear when they come for you Stand fast, stand tall Don't worry, I'll wait for you I'll be there at your downfall",rock,album rock,DeeExpus,410133,en,3/23/2012,0.541,2.06e-05,0.856,0.358,-7.755,0.028,98.015,1,2,0.295
Steambreather,Running outside the Nazca Lines You know I see you all in white Hoping you'll grow the fruitful vines And the rain to give us life NA Violence born within my mind I know it always takes its time Climbing inside the cosmic eye And forgive the enemy I wonder who I am Reflections offer nothing I wonder where I stand I'm afraid of myself Watching you crumble to the ground Made me want to run away Helping you find the golden crown Made it easier to stay I wonder who I am Reflections offer nothing I wonder where I stand I'm afraid of myself At the bottom of the mountain Unaware of my surroundings Separation from my spirit Let the trees fall where they may I wonder who I am Reflections offer nothing I wonder where I stand I'm afraid of myself,rock,hard rock,Mastodon,303107,en,3/31/2017,0.358,4.1e-05,0.981,0.184,-4.572,0.116,165.027,1,2,0.262
Heartbreaker - 1990 Remaster,"Hey fellas, have you heard the news? You know that Annie's back in town It won't take long, just watch and see How the fellas lay their money down Her style is new, but the face the same As it was so long ago But from her eyes, a different smile Like that of one who knows Well, it's been ten years or maybe more Since I first set eyes on you The best years of my life gone by Here I am alone and blue Some people cry and some people die By the wicked ways of love But I'll just keep on rolling along With the grace of the Lord above People talking all around About the way you left me flat I don't care what the people say I know where their jive is at One thing I do have on my mind If you can clarify, please do It's the way you call me by another guy's name When I try to make love to you, yeah I try to make love but it ain't no use Give it to me, give it NA NA Work so hard I couldn't unwind Get some money saved Abuse my love a thousand times However hard I tried Heartbreaker; your time has come Can't take your evil way Go away, Heartbreaker Heartbreaker! Heartbreaker! Heart!",rock,classic rock,Led Zeppelin,254133,en,10/22/1969,0.403,0.0746,0.709,0.132,-9.366,0.0885,97.161,1,9,0.654
Chainsmoking,"It's getting harder to breathe Chainsmoking your love Can't be good for my sanity Can't be good for my lungs Chainsmoking your love Chainsmoking your love I know my lease is up and the bailiff's at the door And still I'm hanging on to the life we had before I know this cold love won't lead me to the Lord Although I'm black and blue, I'm begging you for more It's getting harder to breathe Chainsmoking your love Can't be good for my sanity Can't be good for my lungs Chainsmoking your love Chainsmoking your love Chainsmoking your love Chainsmoking your love We watched the water risin', waiting by the shore Take me on top of the world and leave me on the floor You say we're meant to be but I'm seeing your honesty I'll be a casualty when morning comes, oh It's getting harder to breathe Chainsmoking your love Can't be good for my sanity Can't be good for my lungs It's getting harder to breathe Chainsmoking your love Can't be good for my sanity Can't be good for my lungs Chainsmoking your love Chainsmoking your love Chainsmoking your love Chainsmoking your love, oh",pop,indie poptimism,Jacob Banks,195133,en,4/20/2017,0.395,0.557,0.665,0.117,-4.031,0.0897,131.688,0,6,0.597
Tilt,"He was so strong He was so bold When they made him They broke the mold If he heads this way When the moon is slow Come over and pray They'll turn the buffalo They'll turn the buffalo There's a need to sleep In the shag of his stomach Slide around his eye With your love in tow If he heads this way Don't you say hello Get out of the way They'll turn the buffalo They'll turn the buffalo Our town, our town Do love a stampede Stampede by My old jacket in the park Someday I'll pick it up Look for the label and whisper: Tilt, ain't got none no no Tilt, got none at all Tilt, ain't got none no no None at all The mother waits As still as the moonlight Standing in long grass With her cold cold nose What she feels so deep She will never show Baby don't you weep They'll turn the buffalo They'll turn the buffalo NA Our town, our town Do love a stampede Stampede by My old jacket in the dark Someday I'll pick it up Look for the label and whisper: Tilt, ain't got none no no Tilt, got none at all Tilt, ain't got none no no None at all He was so strong He was so... so We'll think of him When we get old",rock,permanent wave,Scott Walker,313227,en,1/1/1995,0.438,0.32,0.447,0.0669,-11.569,0.102,89.944,1,4,0.287
Body Parts,"Yo, check it out, uh When you get done poppin' Cris' with all of them Why don't you stop by here, and walk upstairs and... Go upstairs and change (ah yeah) We gon' do some thangs (I'ma do what?) I'm gon' tie you down (All you gotta do is...) Let's just move around It's been a long time We haven't kissed each other No one can interrupt us Now you can walk slow I wanna watch you, baby, and everything that you show Shake your body parts Let me be the dart Stay low to the ground I got you now Don't let it be so long, before I get to see you You know I'll really treat you Now I know we try, never to call each other Now we both knew that wouldn't last forever Go upstairs and change... Go upstairs and change (we gon' do some thangs) We gon' do some thangs (honey) I'm gon' tie you down (I'm gon' tie you down...) Let's just move around (Let's just move around) (Shake your body parts) Shake your body parts (let me be the dart) Let me be the dart (oh yeah, honey) Stay low to the ground (so low to the ground) I got you now (I got you now, I got you now, yeah) Go upstairs and change (go upstairs and change) We gon' do some thangs (we gon' do some thangs) I'm gon' tie you down (I'm gon' tie you down...) Let's just move around (Let's just move around, move around) (Shake your body parts) Shake your body parts (let me be the dart) Let me be the dart (oh yeah, uh-huh) Stay low to the ground (so low to the ground) I got you now (I got you now, I got you now, yeah) It's been a long time We haven't kissed each other No one can interrupt us Now you can walk slow I wanna watch you, lady, everything that you show Go upstairs and change (go upstairs and change) We gon' do some thangs...",r&b,neo soul,Raphael Saadiq,229600,en,1/1/2002,0.809,0.0486,0.457,0.37,-7.678,0.0466,96.331,1,1,0.623
Tainted Love,"NA Sometimes I feel I've got to Run away I've got to Get away From the pain you drive into the heart of me The love we share Seems to go nowhere And I've lost my light For I toss and turn I can't sleep at night Once I ran to you (I ran) Now, I'll run from you This tainted love you've given I give you all a boy could give you Take my tears and that's not nearly all Oh, tainted love Tainted love Now, I know I've got to Run away, I've got to Get away You don't really want any more from me To make things right You need someone to hold you tight And you think love is to pray But I'm sorry, I don't pray that way Once I ran to you (I ran) Now, I'll run from you This tainted love you've given I give you all a boy could give you Take my tears and that's not nearly all Oh, tainted love Tainted love Don't touch me please I cannot stand the way you tease I love you, though you hurt me so Now, I'm gonna pack my things and go Tainted love, oh, tainted love, oh Tainted love, oh, tainted love, oh Touch me, baby, tainted love Touch me, baby, tainted love Tainted love, oh Tainted love, oh Tainted love",rock,classic rock,Soft Cell,153880,en,1981-12,0.518,0.476,0.51,0.292,-8.057,0.0352,144.543,0,0,0.651
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,"Would you love me less? If you knew the places that I've been? If you knew the damage that I did? Would you love me less? No, no, no, no, no, no, no, no, no I got too much dirt to come clean Closets full of skeletons that you don't wanna see Will you judge me? All my ugly? I won't blame you if you do No lies, don't wanna keep no secrets Even if what I'ma say will you leave speechless No secrets If I introduce you to my demons, tell me Baby, would you love me less If you knew the places that I've been? If you knew the damage that I did? Oh, would you love me less? No, no, no, no, no, no, no, no Would you love me less If I had a dollar for my sins? If you knew the beds that I've been in? Oh, would you love me less? No, no, no, no, no, no, no, no, no I'm happy you never saw me in college Blood on my hands I refuse to acknowledge That's why I get light-headed, thin ice that I'm treadin' Soft conversations in our bed, my skin's sweatin' She doesn't like my list of exes I've had at home She's buggin', sounding childish like a xylophone Knees buckling, hearing that falsetto that's in her tone If I introduce you to my demons, tell me Baby, would you love me less (Love me less) If you knew the places that I've been? (Yeah, yeah, yeah) If you knew the damage that I did? (Damage that I did) Oh, would you love me less? No, no, no, no, no, no, no, no (Now, would you love me? Now, would you love me?) Would you love me less (Would you love me less?) If I had a dollar for my sins? (Oh, hey yeah, yeah) If you knew the beds that I've been in? (Oh, hey yeah, yeah) Oh, would you love me less? No, no, no, no, no, no (Yeah yeah, yeah yeah, yeah yeah, yeah yeah) Or would you love me more? Or would you love me more? If you knew the person that I was, yeah yeah If you knew the power of your love to change me (Oh, hey yeah, yeah) And if I introduce you to my demons, tell me Baby, you won't love me less (Love me less) If you knew the places that I've been (If you knew the places, yeah, yeah) If you knew the damage that I did? (The trouble that I'm in) Oh, would you love me less? No, no, no, no, no, no, no, no (Now, would you love me?) Would you love me less (Would you love me less?) If I had a dollar for my sins? (Oh, hey yeah, yeah, a dollar for my sins, now) If you knew the beds that I've been in? (Oh, hey yeah, yeah) Oh, would you love me less? No, no, no, no, no, no, no, no, no",pop,dance pop,MAX,185273,en,6/21/2019,0.748,0.0823,0.831,0.0757,-5.029,0.115,128.024,1,1,0.894
Sweet November,"It's so cold out here Baby, what's wrong with us? I feel a storm comin' When autumn first arrived You were my lady And love was written in the winter snow Then with the change of month, there came October And now I wonder where our love did go It was the second rain of autumn We shared our feelings And it was such, such a glorious autumn dream, yes it was But like kids, we were too shy to say to each other That together we would always like to be... Someday soon, I know we'll come together Even though our feelings change as seasons do (yes, babe) But maybe sweet November will tell us the story That will bring us back the love That we both knew When autumn first arrived, you said you'd be my lady And you promised me that you would never go, (ooh-hoo) But with the change of month, there came October And now I'm wondering where, where did our love go It was the second rain of autumn (second rain of autumn) We shared our feelings And it was such, such a glorious autumn dream, yes it was But like kids, we were too shy to say to one another That together we would always like to be.... Someday soon, I know we'll come together Even though our feelings change as seasons do But maybe sweet November will tell us the story, babe That will bring us back the love...oh-oh... Someday soon, I know we'll come together (I know we're gonna come together, yes we will, I know) Even though our feelings change as seasons do But maybe sweet November will tell us the story, baby, yeah That will bring us back the love That we both... Someday, some way, hey...",r&b,new jack swing,Troop,282500,en,5/20/2014,0.69,0.475,0.569,0.116,-8.997,0.03,120.686,1,2,0.563
make daddy proud,"What is it with you? You never sleep alone, girl, you won't listen to me Won't listen to your home girls You don't need a man You say that shit but I see right through, right through What is it with you? Constantly fighting me and lying to me, tryin' me One of these days I'll be gone What is it with you? You haven't been the same since you got a new man, changed your hair Started spending all of his money Tell me how'd you get so codependent, girl All of his money (All of his money) Justify your independence, girl Tell me how do you cope with it? How do you sleep with yourself at night? How do you cope with it? How do you sleep with yourself at night? Proud of you, proud of you Go 'head girl, make daddy proud of you Spending his money Proud of you, proud of you Go shawty, make daddy proud of you Spending his money, yeah Tell me what is it with you Everything disposable You don't listen to Deadroses It's Trapsoul and Views now You never come and see me no more You never hit me back Scared to make your daddy mad, that's for sure You never came to the crib to get your Jimmy Choo's Started spending of all his money Tell me how'd you get so codependent, girl All of his money (All of his money) Justify your independence, girl Tell me how do you cope with it? How do you sleep with yourself at night? How do you cope with it? How do you sleep with yourself at night? Proud of you, proud of you Go 'head girl, make daddy proud of you Spending his money Proud of you, proud of you Go shawty, make daddy proud of you Spending his money Proud of you, proud of you Go 'head girl, make daddy proud of you Spending his money Proud of you, proud of you Go shawty, make daddy proud of you Spending his money What is it with you? You never sleep alone, girl You won't listen to me Won't listen to your home girls You don't need a man You say that shit but I see right through, right through What is it with you? Constantly fighting me and lying to me, tryin' me One of these days I'll be done What is it with you? You haven't been the same since you got a new man, changed your hair Started spending all of his money",pop,electropop,blackbear,208235,en,4/21/2017,0.818,0.162,0.497,0.0645,-7.249,0.0502,102.042,0,4,0.814
